bar,day,start,end,date
"Ruthless Chestnut",Tuesday,12:00,23:30,2018-10-30
"Safe Palm Inn",Tuesday,12:00,22:30,2018-10-30
"Scared Crossbow Tavern",Tuesday,09:00,23:30,2018-10-30
"Scary Kiwi",Tuesday,09:00,22:00,2018-10-30
"Shattered Oak",Tuesday,11:00,23:00,2018-10-30
"Shouting Snake Inn",Tuesday,09:00,22:30,2018-10-30
"Skinny Guitar",Tuesday,09:00,22:00,2018-10-30
"Smelly Crane Tavern",Tuesday,08:00,22:45,2018-10-30
"Snobbish Jackal Inn",Tuesday,11:00,23:30,2018-10-30
"Sore Head",Tuesday,10:00,22:15,2018-10-30
"Sour Axe Bar",Tuesday,11:00,23:45,2018-10-30
"Spicy Cats Tavern",Tuesday,12:00,23:45,2018-10-30
"Spinning Nomad Ale House",Tuesday,10:00,23:00,2018-10-30
"Spirited Brew Saloon",Tuesday,08:00,22:15,2018-10-30
"Steel Elf",Tuesday,08:00,23:00,2018-10-30
"Steel Yew",Tuesday,11:00,23:30,2018-10-30
"Sudden Dragon Bar",Tuesday,09:00,23:30,2018-10-30
"Sudden Octopus",Tuesday,09:00,23:45,2018-10-30
"Sweet And Sour Castle Bar",Tuesday,08:00,23:00,2018-10-30
"Swift Angels Pub",Tuesday,11:00,22:45,2018-10-30
"Tacky Lyre Pub",Tuesday,11:00,23:45,2018-10-30
"Tasty Fairy Tavern",Tuesday,09:00,23:00,2018-10-30
"Teeny Gauntlet Bar",Tuesday,10:00,23:00,2018-10-30
"Thundering Table Inn",Tuesday,09:00,23:00,2018-10-30
"Triangular Pegasus Inn",Tuesday,08:00,22:00,2018-10-30
"Twelve Spider Inn",Tuesday,12:00,23:00,2018-10-30
"Ugliest Pants Tavern",Tuesday,11:00,22:45,2018-10-30
"Uneven Ants Tavern",Tuesday,08:00,23:30,2018-10-30
"Unusual Truffle",Tuesday,08:00,23:30,2018-10-30
"Venomous River Inn",Tuesday,11:00,22:15,2018-10-30
"Wicked Stream",Tuesday,10:00,23:45,2018-10-30
"Wild Hag Bar",Tuesday,11:00,23:00,2018-10-30
"Windy Harp",Tuesday,10:00,22:00,2018-10-30
"Wretched Grape Inn",Tuesday,08:00,22:30,2018-10-30
"Wrong Whip Bar",Tuesday,08:00,23:00,2018-10-30
"Ye Olde Lord Bar",Tuesday,08:00,22:00,2018-10-30
"Absent Snow",Wednesday,12:00,22:15,2018-10-31
"Admiral Benbow Inn",Wednesday,09:00,22:15,2018-10-31
"Amused Lemon Parlor",Wednesday,08:00,22:15,2018-10-31
Anchor,Wednesday,11:00,22:45,2018-10-31
"Armed Pudding Bar",Wednesday,08:00,22:45,2018-10-31
"Assorted Dandelion Bar",Wednesday,08:00,22:45,2018-10-31
"Atomic Liquors",Wednesday,09:00,22:45,2018-10-31
"Awful Salmon Bar",Wednesday,11:00,23:00,2018-10-31
"Best Stick Tavern",Wednesday,12:00,22:30,2018-10-31
"Bloody Lady",Wednesday,08:00,22:30,2018-10-31
"Blue City",Wednesday,10:00,22:15,2018-10-31
"Brave Olive Pub",Wednesday,12:00,23:45,2018-10-31
"Busy Bachelor Bar",Wednesday,12:00,22:45,2018-10-31
"Cheap Vampire",Wednesday,12:00,22:45,2018-10-31
"Chinese Oak",Wednesday,11:00,22:15,2018-10-31
"Chubby Badger Pub",Wednesday,12:00,23:00,2018-10-31
"Chunky Hawks Tavern",Wednesday,10:00,23:30,2018-10-31
"Clean Bed Inn",Wednesday,11:00,23:45,2018-10-31
"Clever Child",Wednesday,09:00,23:15,2018-10-31
"Courageous Lyre Bar",Wednesday,09:00,22:45,2018-10-31
"Courageous Melon",Wednesday,11:00,23:30,2018-10-31
"Crooked Sailor Ale House",Wednesday,11:00,22:15,2018-10-31
"Daily Barracuda Inn",Wednesday,10:00,23:15,2018-10-31
"Dandy Cloud Bistro",Wednesday,10:00,23:30,2018-10-31
"Deep Flute Bar",Wednesday,11:00,22:45,2018-10-31
"Deep Glass Bar",Wednesday,08:00,22:30,2018-10-31
"Deep Lantern",Wednesday,09:00,23:30,2018-10-31
"Diamond Turtle Inn",Wednesday,11:00,23:15,2018-10-31
"Different Kumquat Pub",Wednesday,11:00,22:00,2018-10-31
"Discreet Elderberry Pub",Wednesday,11:00,23:45,2018-10-31
"Dizzy Lemon Lounge",Wednesday,08:00,22:15,2018-10-31
"Double Swan Tavern",Wednesday,10:00,23:30,2018-10-31
"Drab Parrots Pub",Wednesday,10:00,23:15,2018-10-31
"Dramatic Crabs",Wednesday,12:00,22:30,2018-10-31
"Earthy Bird Pub",Wednesday,12:00,22:45,2018-10-31
"Empty Snapdragon Pub",Wednesday,11:00,22:45,2018-10-31
"Familiar Pony Tavern",Wednesday,08:00,23:00,2018-10-31
"Famous Tiger Pub",Wednesday,08:00,22:15,2018-10-31
"Fascinated Chick Pub",Wednesday,12:00,23:30,2018-10-31
"Fascinated Demon Pub",Wednesday,08:00,23:15,2018-10-31
"Fearless Drum Bar",Wednesday,10:00,23:00,2018-10-31
"Fluffy Husband",Wednesday,10:00,22:15,2018-10-31
"Foamy Cave",Wednesday,10:00,23:15,2018-10-31
"Full Guitar",Wednesday,09:00,23:30,2018-10-31
"Gifted Pillow Inn",Wednesday,12:00,23:00,2018-10-31
"Gifted Zebra Tavern",Wednesday,11:00,23:45,2018-10-31
"Gray City",Wednesday,09:00,22:15,2018-10-31
"Gypsy Root Roadhouse",Wednesday,12:00,23:15,2018-10-31
"Harsh Flame Tavern",Wednesday,08:00,22:15,2018-10-31
"Hidden Lady Parlor",Wednesday,10:00,23:15,2018-10-31
"Hidden Table Brewpub",Wednesday,10:00,22:30,2018-10-31
"Hissing Ocean Bar",Wednesday,10:00,22:30,2018-10-31
"Hoppy Apple Brewhouse",Wednesday,08:00,22:00,2018-10-31
"Hot Cup Inn",Wednesday,12:00,23:15,2018-10-31
"Hungry Skunks Bar",Wednesday,08:00,22:00,2018-10-31
"Hungry Turtle Pub",Wednesday,08:00,23:15,2018-10-31
"Hungry Vanilla Bean Tavern",Wednesday,12:00,23:15,2018-10-31
"Hypnotic Gate Tavern",Wednesday,11:00,23:45,2018-10-31
"Icky Elephants Tavern",Wednesday,09:00,22:00,2018-10-31
"Impossible Fire",Wednesday,08:00,22:15,2018-10-31
"Incredible Sailboat Pub",Wednesday,09:00,23:45,2018-10-31
"Interesting Trumpet Inn",Wednesday,11:00,22:30,2018-10-31
"Iron Library Tavern",Wednesday,09:00,22:00,2018-10-31
"Iron Tigress Inn",Wednesday,10:00,22:00,2018-10-31
"Iron Turkey",Wednesday,11:00,22:45,2018-10-31
"Itchy Cheetah Bar",Wednesday,12:00,23:45,2018-10-31
"Ivory Lamb Pub",Wednesday,10:00,22:00,2018-10-31
"Jaded Pants Pub",Wednesday,12:00,22:15,2018-10-31
"Jealous Fiddle Pub",Wednesday,12:00,22:45,2018-10-31
"Keen Snail Bar",Wednesday,08:00,22:45,2018-10-31
"Latino Magpie",Wednesday,12:00,22:45,2018-10-31
"Laughing Elephant Tavern",Wednesday,11:00,22:30,2018-10-31
"Little Elixir Club",Wednesday,08:00,23:30,2018-10-31
"Lively Elf",Wednesday,09:00,23:30,2018-10-31
"Lonely Snowdrop",Wednesday,12:00,22:45,2018-10-31
"Loud Elderberry Bar",Wednesday,12:00,22:45,2018-10-31
"Lying Explorer Tavern",Wednesday,10:00,23:30,2018-10-31
"Magnificent Dark Elf Bar",Wednesday,08:00,22:00,2018-10-31
"Middle Cushion Bar",Wednesday,12:00,23:15,2018-10-31
"Mixing Demon Pub",Wednesday,12:00,23:15,2018-10-31
"Molten Ants Bar",Wednesday,12:00,22:00,2018-10-31
"Natural Leopard",Wednesday,08:00,22:15,2018-10-31
"Natural Squash Tavern",Wednesday,08:00,22:30,2018-10-31
"Naughty Bean Inn",Wednesday,09:00,22:45,2018-10-31
"Needy Mind Tavern",Wednesday,12:00,22:15,2018-10-31
"Nervous Jaguar Inn",Wednesday,09:00,23:00,2018-10-31
"Nervous Mountain Inn",Wednesday,11:00,23:15,2018-10-31
"New Spider Bar",Wednesday,10:00,22:30,2018-10-31
"Nifty Branch Inn",Wednesday,10:00,22:00,2018-10-31
"Nimble Squash",Wednesday,10:00,23:30,2018-10-31
"Nimble Stream Pub",Wednesday,09:00,23:45,2018-10-31
"Oceanic Knight Inn",Wednesday,11:00,22:45,2018-10-31
"Oceanic Woodpecker Inn",Wednesday,10:00,23:15,2018-10-31
"Organic Buffalo Bar",Wednesday,09:00,22:15,2018-10-31
"Original Acorn Roadhouse",Wednesday,08:00,22:30,2018-10-31
"Original Horse Brewpub",Wednesday,12:00,23:30,2018-10-31
"Outrageous Sailboat Inn",Wednesday,12:00,22:15,2018-10-31
"Overrated Pigeons Pub",Wednesday,11:00,22:15,2018-10-31
"Parallel Pegasus Bar",Wednesday,10:00,23:30,2018-10-31
"Peaceful Bison",Wednesday,09:00,23:30,2018-10-31
"Perfect Rabbit Tavern",Wednesday,12:00,23:15,2018-10-31
"Pleasant Parrot Tavern",Wednesday,10:00,22:00,2018-10-31
"Poor Bats Inn",Wednesday,08:00,23:15,2018-10-31
"Proud Spiders",Wednesday,11:00,23:30,2018-10-31
"Psychotic Seadog",Wednesday,09:00,22:15,2018-10-31
"Purple Pint Bar and Grille",Wednesday,09:00,23:45,2018-10-31
"Quickest Doves",Wednesday,10:00,22:30,2018-10-31
"Rainy Lime Tavern",Wednesday,12:00,22:45,2018-10-31
"Real Shark Inn",Wednesday,11:00,22:15,2018-10-31
"Regular Drum Tavern",Wednesday,10:00,22:15,2018-10-31
"Responsible Chair",Wednesday,08:00,23:15,2018-10-31
"Rich Tauren Bar",Wednesday,12:00,23:45,2018-10-31
"Russian Otter Pub",Wednesday,10:00,22:00,2018-10-31
"Rusty Sailor Outpost",Wednesday,10:00,22:30,2018-10-31
"Ruthless Chestnut",Wednesday,08:00,22:15,2018-10-31
"Safe Palm Inn",Wednesday,09:00,22:45,2018-10-31
"Scared Crossbow Tavern",Wednesday,11:00,23:00,2018-10-31
"Scary Kiwi",Wednesday,12:00,23:30,2018-10-31
"Shattered Oak",Wednesday,11:00,23:30,2018-10-31
"Shouting Snake Inn",Wednesday,12:00,22:30,2018-10-31
"Skinny Guitar",Wednesday,11:00,23:15,2018-10-31
"Smelly Crane Tavern",Wednesday,09:00,23:15,2018-10-31
"Snobbish Jackal Inn",Wednesday,10:00,23:15,2018-10-31
"Sore Head",Wednesday,12:00,23:00,2018-10-31
"Sour Axe Bar",Wednesday,08:00,23:15,2018-10-31
"Spicy Cats Tavern",Wednesday,09:00,23:30,2018-10-31
"Spinning Nomad Ale House",Wednesday,12:00,23:30,2018-10-31
"Spirited Brew Saloon",Wednesday,08:00,22:00,2018-10-31
"Steel Elf",Wednesday,08:00,23:30,2018-10-31
"Steel Yew",Wednesday,09:00,23:00,2018-10-31
"Sudden Dragon Bar",Wednesday,12:00,23:30,2018-10-31
"Sudden Octopus",Wednesday,09:00,23:30,2018-10-31
"Sweet And Sour Castle Bar",Wednesday,12:00,23:00,2018-10-31
"Swift Angels Pub",Wednesday,10:00,23:00,2018-10-31
"Tacky Lyre Pub",Wednesday,09:00,23:30,2018-10-31
"Tasty Fairy Tavern",Wednesday,12:00,22:15,2018-10-31
"Teeny Gauntlet Bar",Wednesday,12:00,23:30,2018-10-31
"Thundering Table Inn",Wednesday,12:00,23:15,2018-10-31
"Triangular Pegasus Inn",Wednesday,10:00,22:45,2018-10-31
"Twelve Spider Inn",Wednesday,08:00,22:30,2018-10-31
"Ugliest Pants Tavern",Wednesday,10:00,23:15,2018-10-31
"Uneven Ants Tavern",Wednesday,11:00,23:00,2018-10-31
"Unusual Truffle",Wednesday,09:00,23:00,2018-10-31
"Venomous River Inn",Wednesday,12:00,22:00,2018-10-31
"Wicked Stream",Wednesday,12:00,22:30,2018-10-31
"Wild Hag Bar",Wednesday,08:00,23:45,2018-10-31
"Windy Harp",Wednesday,10:00,23:45,2018-10-31
"Wretched Grape Inn",Wednesday,08:00,23:45,2018-10-31
"Wrong Whip Bar",Wednesday,11:00,22:15,2018-10-31
"Ye Olde Lord Bar",Wednesday,09:00,22:45,2018-10-31
"Absent Snow",Thursday,12:00,23:00,2018-11-01
"Admiral Benbow Inn",Thursday,08:00,22:15,2018-11-01
"Amused Lemon Parlor",Thursday,08:00,22:15,2018-11-01
Anchor,Thursday,10:00,22:30,2018-11-01
"Armed Pudding Bar",Thursday,10:00,23:45,2018-11-01
"Assorted Dandelion Bar",Thursday,11:00,23:15,2018-11-01
"Atomic Liquors",Thursday,09:00,22:15,2018-11-01
"Awful Salmon Bar",Thursday,10:00,23:15,2018-11-01
"Best Stick Tavern",Thursday,11:00,22:00,2018-11-01
"Bloody Lady",Thursday,10:00,23:15,2018-11-01
"Blue City",Thursday,10:00,22:45,2018-11-01
"Brave Olive Pub",Thursday,10:00,23:00,2018-11-01
"Busy Bachelor Bar",Thursday,10:00,22:00,2018-11-01
"Cheap Vampire",Thursday,11:00,23:15,2018-11-01
"Chinese Oak",Thursday,12:00,23:30,2018-11-01
"Chubby Badger Pub",Thursday,11:00,22:30,2018-11-01
"Chunky Hawks Tavern",Thursday,09:00,22:30,2018-11-01
"Clean Bed Inn",Thursday,10:00,22:45,2018-11-01
"Clever Child",Thursday,09:00,23:30,2018-11-01
"Courageous Lyre Bar",Thursday,08:00,23:15,2018-11-01
"Courageous Melon",Thursday,10:00,23:15,2018-11-01
"Crooked Sailor Ale House",Thursday,12:00,23:45,2018-11-01
"Daily Barracuda Inn",Thursday,08:00,23:45,2018-11-01
"Dandy Cloud Bistro",Thursday,09:00,22:30,2018-11-01
"Deep Flute Bar",Thursday,12:00,23:45,2018-11-01
"Deep Glass Bar",Thursday,08:00,23:30,2018-11-01
"Deep Lantern",Thursday,11:00,22:30,2018-11-01
"Diamond Turtle Inn",Thursday,09:00,23:15,2018-11-01
"Different Kumquat Pub",Thursday,11:00,23:45,2018-11-01
"Discreet Elderberry Pub",Thursday,12:00,23:45,2018-11-01
"Dizzy Lemon Lounge",Thursday,09:00,23:45,2018-11-01
"Double Swan Tavern",Thursday,11:00,23:45,2018-11-01
"Drab Parrots Pub",Thursday,10:00,23:00,2018-11-01
"Dramatic Crabs",Thursday,11:00,22:15,2018-11-01
"Earthy Bird Pub",Thursday,10:00,22:00,2018-11-01
"Empty Snapdragon Pub",Thursday,12:00,22:00,2018-11-01
"Familiar Pony Tavern",Thursday,08:00,22:30,2018-11-01
"Famous Tiger Pub",Thursday,09:00,23:45,2018-11-01
"Fascinated Chick Pub",Thursday,10:00,23:45,2018-11-01
"Fascinated Demon Pub",Thursday,08:00,22:15,2018-11-01
"Fearless Drum Bar",Thursday,12:00,22:15,2018-11-01
"Fluffy Husband",Thursday,08:00,23:45,2018-11-01
"Foamy Cave",Thursday,08:00,23:45,2018-11-01
"Full Guitar",Thursday,11:00,23:15,2018-11-01
"Gifted Pillow Inn",Thursday,08:00,22:00,2018-11-01
"Gifted Zebra Tavern",Thursday,12:00,23:30,2018-11-01
"Gray City",Thursday,12:00,23:45,2018-11-01
"Gypsy Root Roadhouse",Thursday,12:00,22:45,2018-11-01
"Harsh Flame Tavern",Thursday,12:00,23:00,2018-11-01
"Hidden Lady Parlor",Thursday,08:00,22:15,2018-11-01
"Hidden Table Brewpub",Thursday,11:00,22:45,2018-11-01
"Hissing Ocean Bar",Thursday,08:00,23:15,2018-11-01
"Hoppy Apple Brewhouse",Thursday,11:00,22:30,2018-11-01
"Hot Cup Inn",Thursday,09:00,23:15,2018-11-01
"Hungry Skunks Bar",Thursday,10:00,23:15,2018-11-01
"Hungry Turtle Pub",Thursday,08:00,23:30,2018-11-01
"Hungry Vanilla Bean Tavern",Thursday,09:00,22:45,2018-11-01
"Hypnotic Gate Tavern",Thursday,12:00,23:30,2018-11-01
"Icky Elephants Tavern",Thursday,08:00,22:00,2018-11-01
"Impossible Fire",Thursday,11:00,22:15,2018-11-01
"Incredible Sailboat Pub",Thursday,10:00,22:30,2018-11-01
"Interesting Trumpet Inn",Thursday,12:00,22:30,2018-11-01
"Iron Library Tavern",Thursday,12:00,22:45,2018-11-01
"Iron Tigress Inn",Thursday,11:00,22:30,2018-11-01
"Iron Turkey",Thursday,11:00,23:45,2018-11-01
"Itchy Cheetah Bar",Thursday,11:00,22:00,2018-11-01
"Ivory Lamb Pub",Thursday,08:00,22:00,2018-11-01
"Jaded Pants Pub",Thursday,12:00,22:15,2018-11-01
"Jealous Fiddle Pub",Thursday,09:00,23:45,2018-11-01
"Keen Snail Bar",Thursday,08:00,23:15,2018-11-01
"Latino Magpie",Thursday,08:00,23:00,2018-11-01
"Laughing Elephant Tavern",Thursday,12:00,23:30,2018-11-01
"Little Elixir Club",Thursday,12:00,23:45,2018-11-01
"Lively Elf",Thursday,09:00,23:15,2018-11-01
"Lonely Snowdrop",Thursday,11:00,23:15,2018-11-01
"Loud Elderberry Bar",Thursday,12:00,23:15,2018-11-01
"Lying Explorer Tavern",Thursday,09:00,22:00,2018-11-01
"Magnificent Dark Elf Bar",Thursday,09:00,22:15,2018-11-01
"Middle Cushion Bar",Thursday,08:00,22:00,2018-11-01
"Mixing Demon Pub",Thursday,12:00,22:15,2018-11-01
"Molten Ants Bar",Thursday,10:00,23:30,2018-11-01
"Natural Leopard",Thursday,09:00,22:00,2018-11-01
"Natural Squash Tavern",Thursday,08:00,23:30,2018-11-01
"Naughty Bean Inn",Thursday,11:00,22:15,2018-11-01
"Needy Mind Tavern",Thursday,08:00,22:00,2018-11-01
"Nervous Jaguar Inn",Thursday,11:00,23:00,2018-11-01
"Nervous Mountain Inn",Thursday,08:00,22:00,2018-11-01
"New Spider Bar",Thursday,11:00,23:45,2018-11-01
"Nifty Branch Inn",Thursday,08:00,22:45,2018-11-01
"Nimble Squash",Thursday,09:00,22:15,2018-11-01
"Nimble Stream Pub",Thursday,09:00,23:45,2018-11-01
"Oceanic Knight Inn",Thursday,08:00,22:00,2018-11-01
"Oceanic Woodpecker Inn",Thursday,10:00,23:30,2018-11-01
"Organic Buffalo Bar",Thursday,08:00,22:45,2018-11-01
"Original Acorn Roadhouse",Thursday,12:00,22:15,2018-11-01
"Original Horse Brewpub",Thursday,09:00,22:30,2018-11-01
"Outrageous Sailboat Inn",Thursday,09:00,22:30,2018-11-01
"Overrated Pigeons Pub",Thursday,10:00,23:00,2018-11-01
"Parallel Pegasus Bar",Thursday,08:00,22:00,2018-11-01
"Peaceful Bison",Thursday,08:00,23:15,2018-11-01
"Perfect Rabbit Tavern",Thursday,10:00,23:00,2018-11-01
"Pleasant Parrot Tavern",Thursday,08:00,23:45,2018-11-01
"Poor Bats Inn",Thursday,10:00,22:15,2018-11-01
"Proud Spiders",Thursday,10:00,22:15,2018-11-01
"Psychotic Seadog",Thursday,09:00,22:15,2018-11-01
"Purple Pint Bar and Grille",Thursday,09:00,23:30,2018-11-01
"Quickest Doves",Thursday,10:00,22:30,2018-11-01
"Rainy Lime Tavern",Thursday,08:00,23:15,2018-11-01
"Real Shark Inn",Thursday,11:00,23:45,2018-11-01
"Regular Drum Tavern",Thursday,12:00,23:45,2018-11-01
"Responsible Chair",Thursday,11:00,23:15,2018-11-01
"Rich Tauren Bar",Thursday,10:00,22:45,2018-11-01
"Russian Otter Pub",Thursday,12:00,22:00,2018-11-01
"Rusty Sailor Outpost",Thursday,09:00,23:00,2018-11-01
"Ruthless Chestnut",Thursday,11:00,23:15,2018-11-01
"Safe Palm Inn",Thursday,12:00,22:00,2018-11-01
"Scared Crossbow Tavern",Thursday,09:00,23:45,2018-11-01
"Scary Kiwi",Thursday,12:00,23:30,2018-11-01
"Shattered Oak",Thursday,09:00,22:45,2018-11-01
"Shouting Snake Inn",Thursday,12:00,23:45,2018-11-01
"Skinny Guitar",Thursday,08:00,22:30,2018-11-01
"Smelly Crane Tavern",Thursday,11:00,23:30,2018-11-01
"Snobbish Jackal Inn",Thursday,08:00,23:30,2018-11-01
"Sore Head",Thursday,11:00,22:00,2018-11-01
"Sour Axe Bar",Thursday,09:00,22:45,2018-11-01
"Spicy Cats Tavern",Thursday,12:00,23:00,2018-11-01
"Spinning Nomad Ale House",Thursday,10:00,22:00,2018-11-01
"Spirited Brew Saloon",Thursday,12:00,22:15,2018-11-01
"Steel Elf",Thursday,09:00,22:30,2018-11-01
"Steel Yew",Thursday,11:00,22:15,2018-11-01
"Sudden Dragon Bar",Thursday,11:00,22:30,2018-11-01
"Sudden Octopus",Thursday,11:00,23:00,2018-11-01
"Sweet And Sour Castle Bar",Thursday,08:00,23:45,2018-11-01
"Swift Angels Pub",Thursday,11:00,23:15,2018-11-01
"Tacky Lyre Pub",Thursday,09:00,22:30,2018-11-01
"Tasty Fairy Tavern",Thursday,08:00,23:30,2018-11-01
"Teeny Gauntlet Bar",Thursday,12:00,22:15,2018-11-01
"Thundering Table Inn",Thursday,12:00,22:15,2018-11-01
"Triangular Pegasus Inn",Thursday,10:00,23:30,2018-11-01
"Twelve Spider Inn",Thursday,09:00,23:45,2018-11-01
"Ugliest Pants Tavern",Thursday,12:00,22:45,2018-11-01
"Uneven Ants Tavern",Thursday,12:00,23:15,2018-11-01
"Unusual Truffle",Thursday,11:00,22:30,2018-11-01
"Venomous River Inn",Thursday,10:00,23:30,2018-11-01
"Wicked Stream",Thursday,08:00,22:15,2018-11-01
"Wild Hag Bar",Thursday,11:00,23:45,2018-11-01
"Windy Harp",Thursday,12:00,23:30,2018-11-01
"Wretched Grape Inn",Thursday,11:00,23:15,2018-11-01
"Wrong Whip Bar",Thursday,11:00,23:15,2018-11-01
"Ye Olde Lord Bar",Thursday,09:00,22:15,2018-11-01
"Absent Snow",Friday,12:00,23:15,2018-11-02
"Admiral Benbow Inn",Friday,12:00,22:15,2018-11-02
"Amused Lemon Parlor",Friday,10:00,23:00,2018-11-02
Anchor,Friday,09:00,23:45,2018-11-02
"Armed Pudding Bar",Friday,10:00,23:45,2018-11-02
"Assorted Dandelion Bar",Friday,11:00,23:15,2018-11-02
"Atomic Liquors",Friday,08:00,22:15,2018-11-02
"Awful Salmon Bar",Friday,08:00,22:45,2018-11-02
"Best Stick Tavern",Friday,09:00,22:45,2018-11-02
"Bloody Lady",Friday,08:00,23:45,2018-11-02
"Blue City",Friday,09:00,22:00,2018-11-02
"Brave Olive Pub",Friday,11:00,23:00,2018-11-02
"Busy Bachelor Bar",Friday,12:00,22:30,2018-11-02
"Cheap Vampire",Friday,09:00,23:00,2018-11-02
"Chinese Oak",Friday,09:00,23:45,2018-11-02
"Chubby Badger Pub",Friday,10:00,23:15,2018-11-02
"Chunky Hawks Tavern",Friday,08:00,22:15,2018-11-02
"Clean Bed Inn",Friday,08:00,22:30,2018-11-02
"Clever Child",Friday,10:00,22:30,2018-11-02
"Courageous Lyre Bar",Friday,09:00,22:00,2018-11-02
"Courageous Melon",Friday,09:00,22:45,2018-11-02
"Crooked Sailor Ale House",Friday,12:00,23:45,2018-11-02
"Daily Barracuda Inn",Friday,12:00,22:15,2018-11-02
"Dandy Cloud Bistro",Friday,10:00,22:00,2018-11-02
"Deep Flute Bar",Friday,10:00,23:45,2018-11-02
"Deep Glass Bar",Friday,09:00,23:45,2018-11-02
"Deep Lantern",Friday,11:00,23:00,2018-11-02
"Diamond Turtle Inn",Friday,10:00,22:00,2018-11-02
"Different Kumquat Pub",Friday,09:00,22:45,2018-11-02
"Discreet Elderberry Pub",Friday,10:00,22:45,2018-11-02
"Dizzy Lemon Lounge",Friday,10:00,22:45,2018-11-02
"Double Swan Tavern",Friday,08:00,23:45,2018-11-02
"Drab Parrots Pub",Friday,12:00,22:30,2018-11-02
"Dramatic Crabs",Friday,12:00,23:15,2018-11-02
"Earthy Bird Pub",Friday,09:00,23:15,2018-11-02
"Empty Snapdragon Pub",Friday,10:00,22:15,2018-11-02
"Familiar Pony Tavern",Friday,09:00,23:15,2018-11-02
"Famous Tiger Pub",Friday,11:00,22:45,2018-11-02
"Fascinated Chick Pub",Friday,12:00,23:45,2018-11-02
"Fascinated Demon Pub",Friday,10:00,22:15,2018-11-02
"Fearless Drum Bar",Friday,09:00,23:00,2018-11-02
"Fluffy Husband",Friday,12:00,22:30,2018-11-02
"Foamy Cave",Friday,11:00,23:15,2018-11-02
"Full Guitar",Friday,09:00,22:30,2018-11-02
"Gifted Pillow Inn",Friday,08:00,23:30,2018-11-02
"Gifted Zebra Tavern",Friday,09:00,22:30,2018-11-02
"Gray City",Friday,08:00,23:15,2018-11-02
"Gypsy Root Roadhouse",Friday,08:00,22:15,2018-11-02
"Harsh Flame Tavern",Friday,10:00,23:45,2018-11-02
"Hidden Lady Parlor",Friday,11:00,22:15,2018-11-02
"Hidden Table Brewpub",Friday,09:00,22:00,2018-11-02
"Hissing Ocean Bar",Friday,08:00,23:15,2018-11-02
"Hoppy Apple Brewhouse",Friday,09:00,22:15,2018-11-02
"Hot Cup Inn",Friday,11:00,23:00,2018-11-02
"Hungry Skunks Bar",Friday,09:00,23:00,2018-11-02
"Hungry Turtle Pub",Friday,11:00,23:00,2018-11-02
"Hungry Vanilla Bean Tavern",Friday,11:00,23:30,2018-11-02
"Hypnotic Gate Tavern",Friday,08:00,23:30,2018-11-02
"Icky Elephants Tavern",Friday,12:00,23:15,2018-11-02
"Impossible Fire",Friday,09:00,23:30,2018-11-02
"Incredible Sailboat Pub",Friday,09:00,23:30,2018-11-02
"Interesting Trumpet Inn",Friday,11:00,23:15,2018-11-02
"Iron Library Tavern",Friday,08:00,23:15,2018-11-02
"Iron Tigress Inn",Friday,11:00,22:15,2018-11-02
"Iron Turkey",Friday,08:00,23:15,2018-11-02
"Itchy Cheetah Bar",Friday,12:00,23:15,2018-11-02
"Ivory Lamb Pub",Friday,12:00,22:30,2018-11-02
"Jaded Pants Pub",Friday,10:00,23:15,2018-11-02
"Jealous Fiddle Pub",Friday,10:00,23:15,2018-11-02
"Keen Snail Bar",Friday,11:00,22:00,2018-11-02
"Latino Magpie",Friday,10:00,23:15,2018-11-02
"Laughing Elephant Tavern",Friday,08:00,22:30,2018-11-02
"Little Elixir Club",Friday,09:00,22:15,2018-11-02
"Lively Elf",Friday,09:00,23:00,2018-11-02
"Lonely Snowdrop",Friday,09:00,22:45,2018-11-02
"Loud Elderberry Bar",Friday,10:00,22:45,2018-11-02
"Lying Explorer Tavern",Friday,08:00,22:30,2018-11-02
"Magnificent Dark Elf Bar",Friday,10:00,22:00,2018-11-02
"Middle Cushion Bar",Friday,12:00,22:45,2018-11-02
"Mixing Demon Pub",Friday,08:00,23:15,2018-11-02
"Molten Ants Bar",Friday,09:00,22:15,2018-11-02
"Natural Leopard",Friday,09:00,23:30,2018-11-02
"Natural Squash Tavern",Friday,09:00,23:15,2018-11-02
"Naughty Bean Inn",Friday,08:00,22:30,2018-11-02
"Needy Mind Tavern",Friday,10:00,23:15,2018-11-02
"Nervous Jaguar Inn",Friday,12:00,22:15,2018-11-02
"Nervous Mountain Inn",Friday,10:00,22:15,2018-11-02
"New Spider Bar",Friday,10:00,22:00,2018-11-02
"Nifty Branch Inn",Friday,10:00,22:45,2018-11-02
"Nimble Squash",Friday,10:00,22:30,2018-11-02
"Nimble Stream Pub",Friday,11:00,23:00,2018-11-02
"Oceanic Knight Inn",Friday,11:00,22:30,2018-11-02
"Oceanic Woodpecker Inn",Friday,08:00,23:15,2018-11-02
"Organic Buffalo Bar",Friday,08:00,23:00,2018-11-02
"Original Acorn Roadhouse",Friday,12:00,22:45,2018-11-02
"Original Horse Brewpub",Friday,10:00,22:30,2018-11-02
"Outrageous Sailboat Inn",Friday,12:00,22:00,2018-11-02
"Overrated Pigeons Pub",Friday,09:00,22:45,2018-11-02
"Parallel Pegasus Bar",Friday,08:00,22:15,2018-11-02
"Peaceful Bison",Friday,08:00,23:45,2018-11-02
